Unnamed: 0,created_at,id,text,user_location
6316,Wed Dec 08 04:34:05 +0000 2021,1468438712178651141,RT @anagin40: @VoiceOfFranky @dianneathome The depth of the ignorance @PremierScottMoe is truly beyond comprehension. Siding with the unvac…,"Nova Scotia, Canada"
6425,Wed Dec 08 04:34:12 +0000 2021,1468438740469092353,Next time COVID comes around I’m gonna fuck it in the ass.,Canadian Rockies 
6799,Wed Dec 08 04:34:53 +0000 2021,1468438910762205186,"RT @AmeliaDrew14: Day 43 of no refund, or contact, from @British_Airways since they cancelled my flight despite being told I would be conta…",Cuba
6959,Wed Dec 08 04:35:06 +0000 2021,1468438966215090180,RT @UCSUSA: Climate scientist @MichaelEMann has called on YouTube to treat climate science denial videos in the same way it treats content…,Republic of Mauritius
7289,Wed Dec 08 04:35:29 +0000 2021,1468439064692985856,"RT @TheNewIndian_in: EXC:Did international media try to malign India over dumping of bodies in water by citing COVID for all deaths? 

A st…",Saracasm
7401,Wed Dec 08 04:35:32 +0000 2021,1468439076013498368,"FDA Doubles Down: Asks Federal Judge to Grant it Until at Least the Year 2096 to Fully Release Pfizer’s COVID-19 Vaccine Data, by @AaronSiriSG https://t.co/PXLrAbuFQd","Alegrete, Brasil"
7466,Wed Dec 08 04:35:39 +0000 2021,1468439105847668736,"RT @aginnt: Over 40,000 Austrians protested in Vienna today to end their new lockdown and police-enforced vaccination. https://t.co/2WFbznX…","Rio de Janeiro, Brazil"
7714,Wed Dec 08 04:35:59 +0000 2021,1468439186642378756,RT @MattsIdeaShop: I don’t know if any of you are history buffs but,"Btwn Red & Rio Grande, Tejas "
8101,Wed Dec 08 04:36:38 +0000 2021,1468439350312505351,What gives concerned Australians hope for a Federal Gov to have Integrity in attending to Environmental and Societal issues such as urgently mending the planet and socio economic factors long term. Flatten the Curve; reduce Rick- Poor Gap; Better than Net Zero 2030. https://t.co/U0oCN44BYC,"Tatungaloong,  GurnaiKunai"
8240,Wed Dec 08 04:36:51 +0000 2021,1468439404700045312,"RT @Deli0012: How music got into my life during pandemic times? While the world names 2020 as the year of the pandemic, to me, it was the b…","Buenos Aires, Argentina"
8314,Wed Dec 08 04:36:58 +0000 2021,1468439434110537731,@doctorow Working from home is not turning out the way we imagined,Santa Cruz
10426,Wed Dec 08 04:39:41 +0000 2021,1468440121217372163,RT @zerohedge: Vietnam Province Suspends Pfizer Vaccine Batch After 120 Children Hospitalized https://t.co/ATdZES4FUJ,"Nova Scotia, Canada"
10705,Wed Dec 08 04:40:00 +0000 2021,1468440199159943168,RT @PierreKory: Sentara’s administration have lost their fucking minds… wont back down from restricting world renowned COVID experts like P…,resumes.actorsaccess.com
10867,Wed Dec 08 04:40:15 +0000 2021,1468440261940289542,"RT @SF9__Unofficial: Musical &lt;Jack the Ripper&gt; MD

#SF9 #INSEONG #인성 #잭더리퍼

Portable hand sanitizer - 8,000 won
Program book - 10,000 won
A…",Fantasy World
11126,Wed Dec 08 04:40:30 +0000 2021,1468440326759092225,RT @sianprior: How interesting for you Adam. My mother caught covid and died.,"In Ocean & On (stolen) Gadubanud Land. ❤️💛🖤(aka: ""Australia"")."
11783,Wed Dec 08 04:41:26 +0000 2021,1468440559509512193,RT @AllBrPolitics: Brazilian micro-biologist Natalia Pasternak Taschner featured in BBC 100 Women 2021 list for her science communication w…,"Rio de Janeiro, Brasil"
12159,Wed Dec 08 04:41:49 +0000 2021,1468440655638769664,"RT @jaeyuntells: an engene said, “Enhypen is my vaccine.”

#JAKE: https://t.co/4RBgSrwM3D","ni-ki namora cmg pfv, eu sei fazer miojo e brigadeiro, sua mãe ia me amar, a gnt ia poder assistir o homem aranha fantasiados juntos. namora cmg pfv."
12427,Wed Dec 08 04:42:16 +0000 2021,1468440768926916614,"RT @washingtonpost: Unvaccinated hospital patients in Illinois should pay for their covid-19 care, Democrat proposes https://t.co/o97SKRqbjU","São Paulo, Brasil"
12735,Wed Dec 08 04:42:40 +0000 2021,1468440869703454730,RT @TroubledSamm: Gonna tell my kids this was the Covid test,Veracruz
12891,Wed Dec 08 04:42:51 +0000 2021,1468440915530371081,"RT @lylithftw: well, i wanted to wait with this one till i get my hair done but since my hairdresser is in quarantine...
#artvsartist2021…","Recife, Brasil"
13018,Wed Dec 08 04:43:02 +0000 2021,1468440961500000262,"RT @MCmuckraker: The leader of a conservative, anti-vaccine Livingston County Facebook group threatened school board members after spreadin…","Mount Clemens, MI"
13120,Wed Dec 08 04:43:13 +0000 2021,1468441010044751872,"RT @MarshaBlackburn: 113 unvaccinated first responders were just suspended without pay right before Christmas time.

Vaccine mandates are i…","Anacortes, WA"
13927,Wed Dec 08 04:44:16 +0000 2021,1468441274759925763,"RT @BCGovNews: Getting everyone vaccinated, including our kids, means we are making it safer for everyone in our communities. Dr. Matthew C…","Nova Scotia, Canada"
13999,Wed Dec 08 04:44:24 +0000 2021,1468441306594783320,RT @patriota_SC: Health ministry warns of vaccine's side effects | NHK WORLD-JAPAN News https://t.co/485lVuFSZJ,"Vitória de Santo Antão, Brasil"
14125,Wed Dec 08 04:44:33 +0000 2021,1468441344699940866,"RT @GidMK: Today, our letter about a paper in Nature Scientific Reports that claimed to find no evidence that staying at home reduced Covid…",Rio de Janeiro
14165,Wed Dec 08 04:44:33 +0000 2021,1468441345912147971,"RT @florian_krammer: 3)...booster dose. While we have no data for them yet, it is likely that they will have residual neutralizing activity…","Miraflores, Peru"
14312,Wed Dec 08 04:44:48 +0000 2021,1468441408847626247,"RT @C19TestFinders: Another account highlighting the critical need for access to 🆓 #RapidTests for every household

@Kyr0Nagib thank you fo…","Nova Scotia, Canada"
14317,Wed Dec 08 04:44:49 +0000 2021,1468441410756096003,"RT @florian_krammer: 8)...breakthrough infection or through an Omicron specific booster vaccine, exactly these cells will likely be activat…","Miraflores, Peru"
14367,Wed Dec 08 04:44:53 +0000 2021,1468441426581151748,RT @florian_krammer: 9) All of the above may also depend on the vaccine that was used. Some vaccines will likely provide better protection…,"Miraflores, Peru"
14410,Wed Dec 08 04:44:53 +0000 2021,1468441428007268352,RT @NKaseje: #Omicron in #East #Africa. Time to accelerate access to #vaccines plus #maskwearing #handwashing #avoiding crowds #vaccinesfor…,Nicaragua
14532,Wed Dec 08 04:45:04 +0000 2021,1468441474689904641,RT @florian_krammer: 12)...vaccination rate in the US is pretty low. My speculation is that this variant will significantly prolong the pan…,"Miraflores, Peru"
14618,Wed Dec 08 04:45:07 +0000 2021,1468441487130206210,"RT @florian_krammer: PS: We are all tired. The health care workers are tired, the researchers are tired, everybody is tired of the pandemic…","Miraflores, Peru"
14639,Wed Dec 08 04:45:11 +0000 2021,1468441502619734021,RT @florian_krammer: PPS: I do not know what all of this means for long COVID.,"Miraflores, Peru"
14844,Wed Dec 08 04:45:27 +0000 2021,1468441569003028480,RT @PrisonPlanet: Then we told them the sudden onset of hundreds of thousand of heart-related illnesses were due to “post pandemic stress d…,Rio de Janeiro
14864,Wed Dec 08 04:45:28 +0000 2021,1468441575365783558,"RT @NKaseje: In #Siaya - in preparation for the #Omicron variant, we are ensuring health care workers at community &amp; health facility levels…",Nicaragua
14952,Wed Dec 08 04:45:36 +0000 2021,1468441608320282625,"RT @dinuguruge: If you have “COVID-19 like” symptoms please refrain from going to work or sending your child to school with symptoms.

You…","Colombo, Sri Lanka"
14963,Wed Dec 08 04:45:32 +0000 2021,1468441592927301635,RT @mmodiba10: There were NO JOBS even before Covid 19. Mandatory Vaccination won't create jobs. Jobs are not created by whether ppl are va…,"South Africa, KwaZulu Natal "
15017,Wed Dec 08 04:45:40 +0000 2021,1468441625156362246,RT @CRRF: 📣A new report by @CCPA and funded by CRRF explores the impacts of the COVID-19 on the labour market for racialized &amp; Indigenous p…,"Nova Scotia, Canada"
15236,Wed Dec 08 04:46:00 +0000 2021,1468441709700812807,RT @fintechfrank: Scarier than any Covid chart imo https://t.co/z2aEqqUib2,"Colombo, Sri Lanka"
15264,Wed Dec 08 04:46:03 +0000 2021,1468441721604382723,"RT @NKaseje: I was delighted to join the #Siaya #MOH stakeholder meeting on #COVID19 vaccines.

#CHWs will play a critical role in accelera…",Nicaragua
15373,Wed Dec 08 04:46:09 +0000 2021,1468441745478332418,RT @Ally_Sammarco: Remember when you secretly dumped millions of dollars worth of stocks before the public knew about Coronavirus,Chesapeake Bay
15396,Wed Dec 08 04:46:11 +0000 2021,1468441756962365443,"RT @denise_dewald: Just a reminder to everyone:
COVID starts out mild. It only turns severe after a week of symptoms. Death comes after 2-3…","Distrito Federal, México"
15717,Wed Dec 08 04:46:36 +0000 2021,1468441862402891776,"RT @NHSMillion: Whilst NHS staff were holding the hands of dying COVID patients up and down the country, this was happening. Is this sheer…",Camberley
15764,Wed Dec 08 04:46:38 +0000 2021,1468441870267265027,"@JonPrieston1 @StarPreSeqfl @DaniIsMyWebNam1 @SHOGAN1212 @VitoGesualdi @ginacarano She never said that but I can show you something about vaccine passports and mandates that came from Germany during the Nazi occupation.🤨
Using history to warn people about possible mistakes happening now is not a bad thing.",#IStandWithGinaCarano
15937,Wed Dec 08 04:46:58 +0000 2021,1468441952085368834,RT @joncoopertweets: OUTRAGEOUS: A federal court in Georgia has HALTED President Biden’s nationwide vaccine mandate for federal-contractors…,"Buenos Aires, Argentina"
16893,Wed Dec 08 04:48:07 +0000 2021,1468442240716398592,RT @mrsrosieb: We got a glimpse of reality in QT today. A woman who can’t admit she made a mistake. A woman who is quick to anger and can’t…,Marlinspike Hall
17103,Wed Dec 08 04:48:27 +0000 2021,1468442325890347011,"RT @NHSMillion: Whilst NHS staff were holding the hands of dying COVID patients up and down the country, this was happening. Is this sheer…",Alexandria
17111,Wed Dec 08 04:48:24 +0000 2021,1468442314263740423,"RT @MailOnline: Fears for 100,000 'ghost children' who haven't returned to school after Covid lockdown https://t.co/rWxABgf8et","Tampere, FI [www.tampere.fi] "
17284,Wed Dec 08 04:48:38 +0000 2021,1468442374120652801,"RT @BJP4JnK: In a new achievement, over 50% of India's eligible population is now fully vaccinated! 

Get yourself vaccinated and aid India…","kailashahar,unakoti tripura"
17348,Wed Dec 08 04:48:45 +0000 2021,1468442399844229120,Imma tell my kids I survived the pandemic thru extreme drug trafficking ... My name will live forever https://t.co/MOcEEaIM8Z,"Decatur, GA"
17403,Wed Dec 08 04:48:49 +0000 2021,1468442417540083713,"Omg, Omicron is a recombination of the common cold and sars-cov-2 😷
Makes soooo much sense now!!!
Science biiishhh",El Salvador
17509,Wed Dec 08 04:48:59 +0000 2021,1468442460045070336,RT @DrEricDing: Annnnnnnnd… Cruise ship 🛳 COVID outbreak is back. New Orleans-disembarked ship has a probable #Omicron among them. Painful…,"Distrito Federal, México"
17634,Wed Dec 08 04:49:09 +0000 2021,1468442500230754306,"RT @NAChristakis: SARS-CoV-2 virions remained in intestinal tissue 6 months after nasopharyngeal clearance, which suggests capacity for lat…","Buenos Aires, Argentina"
17713,Wed Dec 08 04:49:18 +0000 2021,1468442539183194114,"RT @AmeliaDrew14: Day 43 of no refund, or contact, from @British_Airways since they cancelled my flight despite being told I would be conta…",#YairSerrano5
17794,Wed Dec 08 04:49:19 +0000 2021,1468442543742500866,RT @thehill: German lawmakers to debate vaccine mandate for health care workers https://t.co/7KbsN1xb5L https://t.co/Vu36iwCoab,"Pelotas, Rio Grande do Sul"
17935,Wed Dec 08 04:49:33 +0000 2021,1468442600864579585,RT @nsitharaman: “India surpassed Brazil in food exports to the League of Arab States for the first time in 15 years as the COVID-19 pandem…,Manikpur. LVT.Dhalai.Tripura
18000,Wed Dec 08 04:49:44 +0000 2021,1468442647803019267,RT @zhusu: Nobody is talking about this bc the sugar / fast food / agribusiness cartel controls the mainstream media,El Salvador
18129,Wed Dec 08 04:49:49 +0000 2021,1468442668099420163,RT @maureviv: Microvascular (endothelial) &amp; neural (either peripheral or central) damage explains &gt;95% of the symptoms in #MECFS and #LongC…,"São Paulo, Brasil"
18185,Wed Dec 08 04:49:53 +0000 2021,1468442688055873536,"RT @tchoukue: I thought I would never see the day, but they invented corona-fishing using a darkskin black women in a shirt similar to the…",inappropriate tsunami
18195,Wed Dec 08 04:49:58 +0000 2021,1468442708133830657,"RT @FaheemYounus: Omicron does not spread through surfaces

End the hysteria of washing groceries and fearing every door knob

Just wash yo…","Colombo, Sri Lanka"
18413,Wed Dec 08 04:50:14 +0000 2021,1468442772709511168,"💉 About fifteen million (74%) Sri Lankans have gotten at least one vaccine dose so far!

– Total Vaccinations: 29,712,156
– Fully Vaccinated : 13,766,610
– Daily Vaccinations : 6,204

    ~ 🇱🇰  STATUS ID 902 ~
[#COVID19SL #COVID19LK] https://t.co/RaUni7sHqp","Colombo, Sri Lanka"
18469,Wed Dec 08 04:50:24 +0000 2021,1468442814895857665,"RT @Kyr0Nagib: I performed this test on a child with autism in front of the pharmacy today. His mother wanted him tested because ""he had a…","Nova Scotia, Canada"
18650,Wed Dec 08 04:50:35 +0000 2021,1468442862224244737,RT @MSGAllTrading: MSG Premium Turmeric (Haldi) Powder Purely organic and color free. Haldi has been used as a wonder ingredient since ages…,"Barara,Ambala(Haryana)"
18665,Wed Dec 08 04:50:40 +0000 2021,1468442884433190913,"RT @TrueNorthCentre: .@PierrePoilievre demands to know how the government is paying for its COVID support programs. 

Nobody in the governm…",Western Canadian 
18695,Wed Dec 08 04:50:40 +0000 2021,1468442884257075207,"RT @AgBioWorld: Do vaccines work? Decide for yourself. Full line - fully vaccinated. 

https://t.co/G2rIn7zGfP https://t.co/gBraplYzFL",santiago R.D
18763,Wed Dec 08 04:50:46 +0000 2021,1468442910362415104,"RT @vent_lie: I found similarities between vaccination rates and expected code coverage percentage.

And similarities between covid active…",Rio de janeiro
19028,Wed Dec 08 04:51:07 +0000 2021,1468442997230424065,"RT @kamleshkhunti: Our review #COVID19 hyperglycaemia &amp; New-Onset Diabetes now in print

https://t.co/0Ot043FDCj

@diaTribeNews @ADA_Diabet…",San Andrés Tuxtla. Veracruz
19050,Wed Dec 08 04:51:12 +0000 2021,1468443016952168450,RT @SheilahGashumba: Zero expectations this time around because we are TIREDTTT of all these corona stories,"Mbarara, Uganda"
19057,Wed Dec 08 04:51:11 +0000 2021,1468443013336682497,"RT @jkwan_md: Other countries: Free/cheap #COVID19 rapid tests (mailed or even in vending machines🤯)

Ontario: $40 + not accessible for mos…","Nova Scotia, Canada"
19338,Wed Dec 08 04:51:36 +0000 2021,1468443119435800577,"RT @megtirrell: Will new vaccine be needed for Omicron?

Pfizer CEO says at WSJ CEO Council that we don't know yet, will know in a few week…","Distrito Federal, México"
19388,Wed Dec 08 04:51:35 +0000 2021,1468443115207995393,RT @Independent: Formerly vaccine-hesitant nurse urges unvaccinated to get jabbed https://t.co/xzHxC5DvuI,"Pelotas, Rio Grande do Sul"
19424,Wed Dec 08 04:51:42 +0000 2021,1468443144471654401,RT @michelemunz: I can't believe I'm writing this same story again.,Missouree
19498,Wed Dec 08 04:51:49 +0000 2021,1468443173286551557,"@SwitchBot Hello friends, thanks for your quick response, I have several home automation services working for me at home, and you are the first to respond to me with this speed. Thank you very much for your work and your excellent products. Greetings from El Salvador",El Salvador
19561,Wed Dec 08 04:51:56 +0000 2021,1468443203497979907,"#AAI #MaduraiAirport #Update: 

Traffic data on 08.12.2021

Domestic:
No. of flights Arrival/Departure - 14/14
No. of passenger Arrival/Departure -   1332/1235
#aaicares
#WearAMask
@AAI_Official @AAIRHQSR @gmpraai @pibchennai @MoCA_GoI
@PIB_India @DGCAIndia
@IndiGo6E
@airindiain",Madurai  Airport
